585,2
586,1
587,4
588,2
589,1
590,3
591,2
592,1
593,2
594,3
595,1
596,3
597,1
598,0
599,3
600,1
601,4
602,1
603,3
604,3
605,2
606,2
607,3
608,4
609,4
610,4
611,2
612,2
613,3
614,4
615,2
616,1
617,1
618,4
619,0
620,3
621,1
622,2
623,2
624,1
625,1
626,4
627,4
628,0
629,1
630,3
631,0
632,3
633,1
634,1
635,1
636,2
637,2
638,0
639,1
640,4
641,1
642,2
643,4
644,0
645,3
646,2
647,3
648,3
649,2
650,1
651,4
652,0
653,4
654,0
655,4
656,3
657,1
658,4
659,1
660,3
661,3
662,1
663,4
664,2
665,0
666,4
667,3
668,0
669,4
670,3
671,1
672,4
673,0
674,3
675,1
676,3
677,1
678,1
679,2
680,2
681,0
682,0
683,2
684,0
685,2
686,4
687,2
688,2
689,4
690,1
691,4
692,2
693,2
694,4
695,0
696,2
697,3
698,2
699,1
700,4
701,1
702,4
703,2
704,1
705,3
706,0
707,2
708,1
709,3
710,0
711,4
712,1
713,0
714,0
715,0
716,0
717,2
718,2
719,0
720,1
721,1
722,1
723,1
724,0
725,0
726,3
727,3
728,0
729,0
730,4
731,2
732,0
733,4
734,1
735,1
736,1
737,0
738,1
739,3
740,4
741,2
742,1
743,3
744,4
745,1
746,3
747,0
748,0
749,2
750,1
751,3
752,4
753,2
754,1
755,4
756,2
757,0
758,1
759,2
760,2
761,1
762,3
763,2
764,0
765,2
766,2
767,0
768,2
769,3
770,4
771,4
772,1
773,2
774,4
775,2
776,0
777,2
778,1
779,1
780,0
781,3
782,4
783,4
784,1
785,0
786,2
787,0
788,0
789,4
790,1
791,2
792,4
793,2
794,2
795,3
796,3
797,1
798,2
799,3
800,4
801,2
802,2
803,2
804,0
805,1
806,4
807,1
808,2
809,1
810,1
811,2
812,1
813,2
814,4
815,2
816,1
817,4
818,1
819,0
820,3
821,1
822,3
823,2
824,4
825,2
826,3
827,1
828,1
829,3
830,4
831,0
832,4
833,3
834,2
835,2
836,3
837,3
838,2
839,0
840,1
841,2
842,1
843,0
844,4
845,1
846,4
847,0
848,2
849,2
850,2
851,4
852,0
853,0
854,3
855,2
856,2
857,3
858,2
859,1
860,2
861,1
862,3
863,4
864,1
865,2
866,2
867,4
868,4
869,3
870,4
871,3
872,2
873,1
874,0
875,1
876,0
877,1
878,1
879,0
880,4
881,4
882,4
883,0
884,1
885,4
886,3
887,1
888,4
889,1
890,1
891,0
892,3
893,3
894,3
895,2
896,4
897,1
898,0
899,0
900,4
901,0
902,3
903,3
904,1
905,0
906,0
907,2
908,3
909,4
910,1
911,3
912,1
913,4
914,2
915,3
916,2
917,0
918,1
919,1
920,3
921,4
922,0
923,2
924,1
925,0
926,3
927,3
928,1
929,3
930,0
931,4
932,2
933,4
934,0
935,2
936,1
937,1
938,4
939,2
940,1
941,3
942,0
943,1
944,1
945,1
946,4
947,1
948,0
949,2
950,4
951,3
952,1
953,2
954,0
955,2
956,0
957,3
958,0
959,0
960,0
961,0
962,3
963,4
964,4
965,1
966,3
967,1
968,1
969,1
970,3
971,3
972,1
973,0
974,2
975,0
976,4
977,4
978,4
979,3
980,0
981,4
982,4
983,3
984,0
985,2
986,0
987,2
988,3
989,4
990,2
991,3
992,1
993,4
994,1
995,3
996,0
997,4
998,4
999,3
1000,4
1001,1
1002,4
1003,4
1004,3
1005,4
1006,2
1007,0
1008,0
1009,0
1010,1
1011,1
1012,1
1013,4
1014,2
1015,3
1016,2
1017,1
1018,1
1019,4
1020,0
1021,4
1022,1
1023,3
1024,1
1025,2
1026,2
1027,2
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,4
1037,2
1038,3
1039,3
1040,1
1041,3
1042,2
1043,0
1044,4
1045,0
1046,3
1047,4
1048,0
1049,0
1050,2
1051,4
1052,1
1053,1
1054,2
1055,0
1056,0
1057,2
1058,3
1059,3
1060,2
1061,2
1062,1
1063,1
1064,1
1065,2
1066,4
1067,1
1068,2
1069,2
1070,0
1071,3
1072,2
1073,4
1074,0
1075,4
1076,1
1077,3
1078,2
1079,0
1080,2
1081,4
1082,2
1083,3
1084,2
1085,1
1086,4
1087,4
1088,4
1089,3
1090,4
1091,0
1092,1
1093,1
1094,1
1095,1
1096,1
1097,0
1098,4
1099,1
1100,1
1101,4
1102,4
1103,4
1104,0
1105,4
1106,2
1107,0
1108,3
1109,2
1110,3
1111,4
1112,3
1113,4
1114,4
1115,3
1116,4
1117,0
1118,1
1119,4
1120,0
1121,2
1122,0
1123,3
1124,4
1125,4
1126,3
1127,1
1128,0
1129,0
1130,1
1131,1
1132,3
1133,1
1134,4
1135,0
1136,1
1137,3
1138,4
1139,4
1140,1
1141,1
1142,4
1143,2
1144,1
1145,3
1146,1
1147,1
1148,3
1149,4
1150,0
1151,2
1152,3
1153,1
1154,4
1155,2
1156,1
1157,4
1158,4
1159,2
1160,2
1161,4
1162,0
1163,3
1164,0
1165,0
1166,2
1167,1
1168,0
1169,0
1170,1
1171,4
1172,4
1173,3
1174,0
1175,3
1176,2
1177,1
1178,3
1179,1
1180,4
1181,0
1182,1
1183,1
1184,4
1185,1
1186,2
1187,2
1188,2
1189,4
1190,2
1191,2
1192,1
1193,3
1194,4
1195,2
1196,4
1197,3
1198,2
1199,4
1200,0
1201,2
1202,3
1203,1
1204,2
1205,2
1206,0
1207,3
1208,4
1209,3
1210,3
1211,4
1212,4
1213,1
1214,4
1215,0
1216,4
1217,0
1218,1
1219,0
1220,1
1221,0
1222,4
1223,0
1224,2
1225,1
1226,4
1227,1
1228,3
1229,1
1230,2
1231,0
1232,0
1233,4
1234,0
1235,1
1236,0
1237,4
1238,1
1239,3
1240,2
1241,4
1242,0
1243,4
1244,2
1245,3
1246,0
1247,1
1248,0
1249,3
1250,4
1251,1
1252,2
1253,3
1254,1
1255,4
1256,2
1257,0
1258,2
1259,4
1260,1
1261,1
1262,4
1263,1
1264,4
1265,1
1266,2
1267,3
1268,1
1269,4
1270,1
1271,1
1272,2
1273,1
1274,1
1275,0
1276,4
1277,3
1278,0
1279,1
1280,3
1281,3
1282,0
1283,3
1284,2
1285,4
1286,4
1287,3
1288,4
1289,4
1290,4
1291,2
1292,2
1293,2
1294,1
1295,3
1296,2
1297,0
1298,1
1299,0
1300,0
1301,4
1302,3
1303,1
1304,1
1305,1
1306,2
1307,4
1308,3
1309,4
1310,0
1311,1
1312,2
1313,0
1314,1
1315,2
1316,1
1317,4
1318,4
1319,2
1320,3
1321,1
1322,0
1323,4
1324,3
1325,1
1326,1
1327,3
1328,3
1329,1
1330,1
1331,0
1332,3
1333,2
1334,4
1335,3
1336,3
1337,1
1338,3
1339,2
1340,1
1341,0
1342,1
1343,2
1344,2
1345,0
1346,3
1347,2
1348,4
1349,3
1350,0
1351,0
1352,4
1353,1
1354,4
1355,0
1356,0
1357,3
1358,3
1359,0
1360,2
1361,1
1362,2
1363,2
1364,1
1365,3
1366,1
1367,3
1368,0
1369,2
1370,2
1371,3
1372,1
1373,3
1374,3
1375,3
1376,4
1377,0
1378,3
1379,3
1380,0
1381,1
1382,1
1383,3
1384,0
1385,1
1386,1
1387,0
1388,0
1389,4
1390,2
1391,1
1392,2
1393,2
1394,3
1395,2
1396,1
1397,0
1398,0
1399,3
1400,0
1401,0
1402,4
1403,4
1404,1
1405,0
1406,0
1407,4
1408,2
1409,0
1410,1
1411,4
1412,2
1413,3
1414,3
1415,4
1416,1
1417,0
1418,1
1419,4
1420,3
1421,4
1422,2
1423,1
1424,0
1425,3
1426,0
1427,4
1428,2
1429,1
1430,1
1431,1
1432,3
1433,1
1434,2
1435,1
1436,3
1437,2
1438,1
1439,4
1440,1
1441,4
1442,2
1443,1
1444,0
1445,1
1446,2
1447,1
1448,4
1449,0
1450,0
1451,1
1452,2
1453,0
1454,4
1455,0
1456,1
1457,4
1458,4
1459,1
1460,3
1461,2
1462,4
1463,2
1464,2
1465,0
1466,0
1467,3
1468,0
1469,4
1470,1
1471,4
1472,0
1473,4
1474,2
1475,0
1476,4
1477,0
1478,0
1479,0
1480,3
1481,0
1482,1
1483,1
1484,2
1485,2
1486,3
1487,1
1488,4
1489,1
1490,3
1491,2
1492,1
1493,3
1494,1
1495,3
1496,2
1497,4
1498,0
1499,2
1500,1
1501,1
1502,4
1503,2
1504,2
1505,1
1506,0
1507,2
1508,3
1509,4
1510,4
1511,3
1512,4
1513,4
1514,2
1515,3
1516,4
1517,3
1518,3
1519,0
1520,2
1521,2
1522,3
1523,0
1524,1
1525,1
1526,3
1527,2
1528,1
1529,2
1530,3
1531,4
1532,2
1533,3
1534,3
1535,0
1536,2
1537,2
1538,3
1539,2
1540,4
1541,3
1542,2
1543,1
1544,1
1545,0
1546,3
1547,0
1548,3
1549,3
1550,3
1551,4
1552,1
1553,3
1554,4
1555,2
1556,1
1557,0
1558,3
1559,1
1560,3
1561,2
1562,2
1563,0
1564,4
1565,4
1566,2
1567,1
1568,3
1569,3
1570,2
1571,3
1572,0
1573,0
1574,4
1575,3
1576,0
1577,4
1578,4
1579,3
1580,4
1581,1
1582,2
1583,3
1584,3
1585,2
1586,1
1587,4
1588,1
1589,2
1590,1
1591,2
1592,0
1593,3
1594,3
1595,2
1596,2
1597,1
1598,1
1599,1
1600,2
1601,0
1602,1
1603,1
1604,0
1605,0
1606,0
1607,1
1608,2
1609,1
1610,2
1611,4
1612,2
1613,0
1614,3
1615,4
1616,4
1617,0
1618,1
1619,4
1620,4
1621,2
1622,4
1623,1
1624,1
1625,4
1626,1
1627,1
1628,2
1629,2
1630,1
1631,4
1632,3
1633,0
1634,3
1635,4
1636,3
1637,1
1638,1
1639,4
1640,3
1641,2
1642,4
1643,1
1644,4
1645,2
1646,3
1647,1
1648,4
1649,1
1650,3
1651,4
1652,2
1653,1
1654,4
1655,2
1656,2
1657,0
1658,2
1659,2
1660,3
1661,0
1662,3
1663,2
1664,4
1665,0
1666,1
1667,3
1668,0
1669,3
1670,1
1671,1
1672,2
1673,1
1674,4
1675,4
1676,2
1677,0
1678,4
1679,1
1680,4
1681,4
1682,1
1683,4
1684,0
1685,2
1686,0
1687,1
1688,4
1689,3
1690,3
1691,1
1692,1
1693,2
1694,0
1695,0
1696,3
1697,1
1698,2
1699,0
1700,0
1701,2
1702,1
1703,0
1704,2
1705,2
1706,1
1707,1
1708,1
1709,2
1710,0
1711,3
1712,0
1713,1
1714,3
1715,0
1716,4
1717,0
1718,3
1719,1
1720,2
1721,0
1722,2
1723,0
1724,0
1725,3
1726,1
1727,4
1728,3
1729,0
1730,4
1731,4
1732,0
1733,4
1734,2
1735,0
1736,4
1737,4
1738,4
1739,2
1740,4
1741,2
1742,1
1743,2
1744,3
1745,3
1746,3
1747,2
1748,2
1749,2
1750,2
1751,1
1752,3
1753,2
1754,4
1755,1
1756,0
1757,1
1758,2
1759,1
1760,2
1761,2
1762,4
1763,3
1764,0
1765,1
1766,0
1767,3
1768,1
1769,4
1770,2
1771,1
1772,4
1773,3
1774,4
1775,1
1776,4
1777,2
1778,0
1779,0
1780,0
1781,3
1782,2
1783,2
1784,1
1785,1
1786,0
1787,1
1788,2
1789,2
1790,2
1791,2
1792,3
1793,2
1794,1
1795,3
1796,2
1797,2
1798,2
1799,4
1800,4
1801,0
1802,1
1803,2
1804,0
1805,4
1806,3
1807,2
1808,2
1809,1
1810,3
1811,4
1812,2
1813,3
1814,2
1815,1
1816,1
1817,3
1818,0
1819,2
1820,4
1821,3
1822,3
1823,4
1824,4
1825,0
1826,0
1827,1
1828,3
1829,3
1830,1
1831,3
1832,4
1833,1
1834,3
1835,0
1836,0
1837,1
1838,4
1839,1
1840,0
1841,2
1842,1
1843,2
1844,2
1845,3
1846,2
1847,1
1848,2
1849,0
1850,0
1851,3
1852,3
1853,1
1854,3
1855,3
1856,1
1857,2
1858,3
1859,1
1860,0
1861,2
1862,1
1863,3
1864,2
1865,1
1866,0
1867,0
1868,2
1869,3
1870,0
1871,1
1872,2
1873,1
1874,4
1875,0
1876,1
1877,0
1878,0
1879,3
1880,1
1881,1
1882,0
1883,4
1884,0
1885,4
1886,4
1887,2
1888,0
1889,3
1890,1
1891,0
1892,1
1893,1
1894,4
1895,0
1896,0
1897,2
1898,1
1899,2
1900,2
1901,3
1902,4
1903,1
1904,0
1905,3
1906,1
1907,3
1908,3
1909,0
1910,2
1911,3
1912,1
1913,2
1914,1
1915,2
1916,0
1917,4
1918,1
1919,3
1920,1
1921,2
1922,1
1923,0
1924,3
1925,0
1926,2
1927,0
1928,0
1929,1
1930,0
1931,3
1932,2
1933,1
1934,0
1935,3
1936,1
1937,3
1938,0
1939,4
1940,3
1941,1
1942,0
1943,2
1944,1
1945,3
1946,2
1947,3
1948,0
1949,4
1950,1
1951,1
1952,4
1953,0
1954,2
1955,1
1956,1
1957,4
1958,3
1959,1
1960,1
1961,3
1962,2
1963,0
1964,0
1965,0
1966,4
1967,1
1968,4
1969,1
1970,4
1971,3
1972,0
1973,2
1974,3
1975,0
1976,3
1977,3
1978,4
1979,2
1980,3
1981,2
1982,0
1983,3
1984,0
1985,4
1986,1
1987,1
1988,3
1989,4
1990,1
1991,4
1992,1
1993,1
1994,2
1995,1
1996,4
1997,3
1998,2
1999,3
2000,3
2001,4
2002,0
2003,3
2004,4
2005,0
2006,0
2007,3
2008,0
2009,1
2010,2
2011,0
2012,4
2013,2
2014,2
2015,2
2016,4
2017,1
2018,4
2019,3
2020,0
2021,3
2022,4
2023,1
2024,0
